State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
KY,121,758,608-6859,no,yes,600,1.5979036638224042,5,4.037709200357117,0.1306922544312678,5,4.091685047123779,2.842411314642356,350,4.48906872514794,5.183411076282858,10,3.469792543018997,7,False.
AK,123,657,814-6832,yes,no,0,3.623990408294609,3,4.992727599682184,6.28944926409333,1,3.693947262497741,2.639426133476418,400,5.3401111849030505,3.661563615012744,8,1.311880286963799,9,False.
MA,9,776,566-6591,no,yes,600,7.21369025385269,7,5.544531082334201,6.320673057422933,2,7.211470668696441,3.169562491603416,350,5.737594579446715,5.337336563789021,7,3.085511786461693,7,False.
AR,19,658,898-6275,yes,no,0,3.4150939695694245,5,3.0390465166363345,2.277511240124201,9,1.0339293700425831,3.859251694820836,400,1.4052943991006868,4.809225331217407,7,1.6675743050969514,3,False.
AR,37,658,529-8018,yes,no,0,2.7158668772189816,1,6.3330015092256495,6.809838096986133,6,1.22885585701875,4.946069304342265,300,4.271453231484964,3.327189549376695,5,4.678926550441975,5,False.
MA,19,776,209-5845,no,yes,500,3.808151406757256,4,2.836778244044738,4.869720590024547,4,0.8525885750640914,1.3778581206330711,300,1.2944437108351723,4.563167019517558,6,5.10511855093298,5,False.
RI,40,827,425-5460,no,yes,800,3.099750261218379,3,1.0975781352425402,0.203408211657222,0,6.895824960484607,5.6757253736673485,300,4.530294458732926,5.960051095508882,7,0.2494312192478389,8,False.
AR,126,658,516-6794,yes,no,0,3.164082117705306,4,4.213969460437421,5.178264692890429,2,4.488276597731959,3.437992233475107,300,4.837010289631923,2.7786119091156123,5,4.542848775124495,6,False.
KS,44,758,774-2036,no,yes,400,3.714095719786094,4,2.2107455146654225,0.914506347987583,2,3.906758695319773,1.8467185359752007,150,4.892498919228723,4.364377444618983,1,3.161953724982681,7,False.
WA,156,876,174-6937,yes,yes,1000,5.309372073148818,3,3.607912344833877,7.095588329850029,2,6.615374081183398,5.334736909770788,300,2.892191365571457,3.812275626775052,6,9.43216171069301,6,False.
MS,172,778,753-6972,yes,no,0,0.2261676328622881,3,3.472174009871111,3.513620309367151,2,3.174510266574859,3.030485436977319,200,2.216751918563004,5.9390936553478655,6,5.476640115868944,4,False.
NE,17,786,169-1987,yes,yes,700,1.4102804106216331,7,3.509388866997704,5.994032797901232,3,5.046839115218376,0.7204547694259009,400,3.6815986399561447,5.211188380098106,7,4.636070176099881,5,False.
ND,102,786,770-2418,no,no,0,10.691823793968307,1,4.586843511290136,1.904747914733316,1,9.427428966838676,8.811547997769098,150,5.422114712140632,4.306033148829706,7,4.251273654668014,7,False.
TX,154,848,731-4981,no,yes,400,4.377729951653889,6,2.162221986408184,3.8109960935976703,6,1.2184171874750294,2.4646978316545045,250,0.4779616558476931,4.905101629422567,5,5.64175347982251,3,False.
AR,153,658,659-6991,no,yes,500,0.3838144809432604,4,3.08836924571057,3.838393698780145,6,2.9902831259883094,4.887612453886067,250,1.5243420766216649,3.258775396648569,5,7.523893374409603,2,False.
MT,126,778,366-2843,no,yes,700,4.364457043436558,4,3.385224755852395,4.679554342011749,1,5.968890651735375,4.606474507338785,300,4.844693627653681,5.344346036193423,5,5.037362512758779,5,False.
DE,101,686,101-3371,no,yes,300,6.7295594302594655,3,0.5482784490047052,2.6472138303588317,2,0.297339427549935,1.14109677251172,250,1.477187254501711,4.89281813400084,5,3.107684537800456,6,False.
NH,156,787,293-9826,no,yes,500,3.744121843082132,5,3.746580601675582,1.9840326594720088,3,5.363100148250955,3.419159755913827,300,6.064556209759417,3.9271736371943264,7,2.7412789481848314,9,False.
DE,71,686,645-7994,yes,yes,800,8.90587492781498,2,4.5471838787113,3.140960879100734,0,8.40073332496976,8.500023821633537,150,4.4633671505411385,7.486096731191838,6,5.940691261722997,7,False.
ID,197,736,446-3246,no,yes,200,1.0529844210908927,6,6.224057417137383,5.161453963765852,12,1.7372930084838418,4.574239542912945,350,3.803579914529167,6.538099290002176,3,4.440660617574436,2,False.
AR,17,658,981-9702,no,yes,300,1.4608672578992303,5,4.064889068102033,3.5114955177249856,6,3.6509283692404018,4.0270709982704345,250,3.8999546289788993,6.52587782774132,5,3.010828033159402,5,False.
WI,100,877,321-6204,yes,no,0,4.265212789181963,3,3.878439757464729,4.419164212522528,0,5.341179206514283,3.3863655699630533,100,5.413642313307074,7.284482245007085,3,6.334769150247269,6,False.
NM,35,787,362-9363,yes,yes,500,0.9547884638003924,2,4.934949377742067,5.678075962970417,5,1.5476615815131294,3.9963793363876743,250,2.9862464458052136,6.432138742115057,6,5.558732233240633,4,False.
AL,175,657,796-3346,no,yes,400,1.2171262085247152,3,5.739034162670172,2.5240098113228444,6,2.723147564132687,2.5511916655681546,150,3.303354533550781,5.040414417604283,5,4.887486101383718,3,False.
NC,125,786,904-7525,yes,no,0,1.289968147725988,2,1.092894399288554,0.1326253180968999,1,3.768039000026896,4.9887724504923705,250,1.001573028264549,5.032625863071345,9,2.3602114265631204,6,False.
WI,55,877,867-6407,yes,yes,700,11.97088326881301,0,7.521772603917897,5.155981080722766,0,7.30133317539609,7.1275624536606665,200,7.693569197536378,4.916516204987234,5,4.295231887354349,8,False.
VA,184,866,356-4288,yes,no,0,3.88454796527523,3,6.636300331870597,7.808963255335291,4,3.5512194727813613,4.762335571425264,250,2.761114971252431,5.733056710610143,4,10.078091731936611,4,False.
OK,161,797,320-4059,no,yes,600,4.678384573374137,2,4.226717461065528,0.8975743067124089,4,5.389227124688826,7.307818007548102,300,4.094757642534885,5.332508179656508,8,0.2199404399744109,8,False.
NH,106,787,477-5643,yes,no,0,1.2093337750010784,0,2.916943583237865,0.9172082859453408,5,1.650358738510755,4.077288981109769,200,3.8746206174820426,6.2426100932975945,4,2.8329166117448707,4,False.
SC,68,836,433-8163,yes,yes,500,3.7196922431075192,4,7.16068169038904,6.364564331423052,9,3.502485902932384,5.640994747112389,200,1.7781928178422182,5.653844077091391,4,11.061301473959116,0,False.
CA,192,676,275-8002,yes,yes,800,2.6218992604260727,7,1.2397489714311145,2.282474448407315,3,4.278073012630408,3.1332121354792024,250,0.6701764440029798,4.847459914340306,5,7.73136407162878,3,False.
FL,62,707,650-5097,yes,no,0,8.063050959858053,3,7.517937240052708,4.923959612501198,5,5.463553468484457,4.5878652030285965,350,6.7343781217651175,3.2532141931562237,6,1.8962972861260488,6,False.
NE,45,786,485-1295,no,no,0,3.9054486835024953,2,6.251055859039351,6.4408260296159465,4,2.475113014947492,2.1188772243648675,500,6.5087887692958,4.62721792888637,8,0.4155816329986219,8,False.
MA,166,776,120-4349,yes,no,0,5.263850703233963,6,3.193644037139657,1.5328684909747523,11,0.1975486535721202,1.9906085484720584,300,1.856558715929577,4.381943860408597,5,1.998396112164728,2,False.
CO,163,677,904-9047,yes,yes,900,1.5458876721055663,1,0.0580995299105016,0.8847303213028095,2,4.15622854770497,3.7181122249925145,300,2.781257457416662,6.767707885882652,8,0.0857646899288484,9,False.
RI,98,827,777-3815,no,yes,800,1.5540243625254044,6,3.131785487156367,5.68709638222732,5,2.702186685079665,2.9826474478320817,450,1.3328512224047917,6.394562066129433,7,6.325893407411165,4,False.
AL,91,657,904-1596,no,no,0,14.037792419124948,0,7.308420416401978,8.428439064656203,3,8.183582184984534,6.343312109117064,100,8.627823746881305,6.575919915080226,5,6.11890235885104,9,False.
NV,198,788,836-4740,no,yes,700,1.632237637992994,5,0.494226106035299,1.0637798397789604,2,7.666355326473806,5.334472451734622,150,3.2353976507259867,3.749025490732752,4,5.590574356117266,7,False.
NY,74,788,737-4502,no,yes,400,2.9989218464000658,4,2.863779198388862,3.580457653182198,2,5.026203729294718,5.10811051674086,200,4.807549043550265,5.246886241753751,4,3.90138447001908,6,False.
ID,196,736,575-5810,no,no,0,1.245668235042498,2,3.1355714267739763,2.376873211229837,2,4.082214666727393,4.337121170676328,300,3.473658995295869,4.559778025166287,5,4.628921114492874,5,False.
NV,89,788,248-2768,no,no,0,3.133619129306884,5,4.261560318746429,4.220495376390791,3,5.056410456231583,4.008125753232724,250,3.992115491112152,5.724857338928342,4,5.584716226625992,5,False.
UT,133,858,280-5849,no,yes,600,1.5446614949050894,6,1.7729915947286865,3.892631253470732,1,5.540192511459123,2.3262974179507028,300,5.540833392639666,5.713054986883581,4,2.328873685966883,7,False.
IA,30,736,361-7221,yes,yes,600,2.0118436278066456,5,2.5817707141830235,1.7178323276998104,3,5.55860794058135,4.328469496902991,200,3.9652535692993824,3.415192356449054,4,4.204719828190311,5,False.
WY,115,878,979-4547,yes,yes,600,6.361864269441523,5,5.586231654417902,6.067464651715579,4,5.785055656083948,5.161505921442999,350,4.753716918112856,5.95049443940314,8,2.6329460301258325,7,False.
TN,70,847,651-5408,no,yes,600,3.5654096482192745,4,1.0095574331106554,2.3397717956082693,2,2.1834158078943195,2.046273433043276,250,2.2414618661617505,5.241509655698375,5,3.811775298278153,5,False.
NH,60,787,834-7627,no,no,0,4.13228239731383,6,3.215325712529155,7.249126616029347,5,0.7436592183906026,0.4360406224378206,400,0.6821906749447377,4.180821687087433,6,7.030397486674398,3,False.
MT,150,778,115-1864,no,no,0,5.46458708918195,3,7.436692774559574,6.816282055812294,8,2.765540188536685,6.397382119161984,250,4.301233075293043,5.8379885341837365,5,5.176926331342297,5,False.
WA,34,876,984-7322,yes,yes,300,1.148505905917422,5,2.2479781528960348,1.3686931886179567,6,3.025743422627652,3.8044492464110817,300,3.723344579208709,5.101379848739594,5,0.9241139293501152,5,False.
ND,195,786,942-7324,yes,no,0,6.768195021742319,2,6.7082837068515495,6.849352650723605,2,5.138907325223193,2.918331588210242,500,6.923736305562458,4.849920234350758,7,1.4599338610232282,8,False.
AR,8,658,842-2067,no,yes,0,2.565467485974045,7,4.851785093910814,5.011368727698868,9,2.918366341522611,2.3376595415517243,250,7.10100784754968,5.9031081001747125,3,0.5874935865347162,5,False.
KY,70,758,876-6821,yes,yes,500,1.1394737200174423,6,4.254183729130339,5.2985881610371575,6,3.5734199891085567,3.94524569380182,300,2.3985157073951178,5.56697112460663,6,5.409979034109339,4,False.
CO,65,677,322-7012,yes,no,0,5.707940185004076,3,6.923373505256384,4.123725070302181,4,4.732191432998767,2.568538219338053,200,6.355920015970657,6.2735585863231424,5,2.927121774800766,6,False.
VT,156,868,623-2658,no,no,0,4.169806460400138,4,5.610818327614698,7.659805937876575,4,3.2732504381119933,3.672182208625871,350,6.014575139932665,4.8820286191333695,4,4.634436097797283,6,False.
TN,144,847,345-4653,no,no,0,10.571859213617996,3,5.526364353839627,4.316684953173319,0,7.972698791924404,5.541648076979192,250,8.032371339892464,6.65541133679762,7,0.37920808178899,9,False.
AR,118,658,538-7561,no,yes,400,0.7894976593728602,5,2.081348157861579,3.2879222895273648,3,2.996163773888913,2.379876014828449,300,4.424984033568172,3.6893881828278583,5,1.2236441139717242,7,False.
KY,20,758,367-9788,no,no,0,5.435935642717993,1,4.889105229995416,3.948723561815802,3,4.217236983891904,6.526355272704418,150,5.913530053902499,4.560623779958475,3,5.170386304405348,5,False.
TN,113,847,195-7704,no,yes,400,3.387590903418824,4,0.1165167456558631,3.747378511731637,1,1.6114033091999451,3.1872053592408744,250,3.073707196987801,5.754812093049388,4,3.177534068535274,7,False.
NJ,78,787,636-5397,yes,no,0,1.2749435783086749,4,2.1189961813240705,1.7213714739105006,4,4.423270736872867,5.017666177347216,250,4.471765449620763,2.924595512112155,4,3.5366737759151814,5,False.
NV,141,788,409-5852,yes,yes,700,3.858201004601778,4,2.2692797058004706,5.011487322875484,1,5.718064915147654,3.745856935402768,350,5.792114163576411,4.042057137930385,7,1.29909485637284,9,False.
WV,178,878,929-7036,yes,yes,600,6.036026662035519,7,3.6382115251735785,7.807244381294226,2,6.373066601990912,3.972846302811583,350,6.233051382238529,4.846682393065715,6,3.770073858691136,6,False.
AR,182,658,129-8799,no,no,0,5.94108445516412,4,4.547216607141668,1.4604738669698722,3,6.859175655046593,6.185022963655127,50,4.154202078290434,3.3043332204182105,4,5.228842401995248,5,False.
IN,116,737,289-2978,no,yes,400,2.7140304123355223,3,3.2986578637182977,1.1903296384856,4,5.0570596716233975,5.497848344666855,200,4.834844418385555,5.113320407481793,4,2.4063972510909624,6,False.
MS,40,778,965-9427,yes,yes,600,0.8268127296167798,1,2.80051786672592,0.1284291749478034,5,2.8370015265355564,6.978311671116115,350,2.7606310352989576,2.90833743857586,9,0.4393083004874771,6,False.
AZ,99,659,738-6866,no,no,0,1.9292831282234435,6,1.203771116841187,3.719368369368248,3,3.2224276708743407,2.62711760091222,350,3.1457947987085526,5.522773782377926,5,3.1119935048225478,6,False.
NC,83,786,246-6311,no,no,0,2.2803531407407385,5,4.316450577478495,5.18341977793628,4,3.9190410474007886,4.457136841481406,400,3.1214752441986957,5.733388618873506,8,2.817232659786738,6,False.
NH,77,787,301-1709,no,no,0,6.2592158534140925,3,5.8955269570131295,6.780092658442177,0,4.918616175853058,3.066906260232725,250,6.248007398988984,4.337757765348476,6,4.151010302224655,7,False.
NH,47,787,370-9205,no,yes,400,5.666396372342274,2,4.28159549545195,3.8900909331415567,1,5.152282935516077,3.89891450305523,200,6.336623910514096,5.660475760466097,7,1.4931647459179986,6,False.
VA,84,866,188-9372,yes,yes,400,7.524442667667319,8,3.711310255453385,5.15245183950096,0,8.542222515200468,3.19640441046818,150,7.353773006975429,4.610251612076812,4,2.265017155983492,9,False.
MI,173,777,537-5096,yes,yes,700,2.798623145106766,3,2.2364651171692422,2.987111638893163,2,2.005451906708947,2.545116494516538,300,2.194088995289234,4.760984406577483,5,4.510816527353336,6,False.
NM,157,787,111-1304,yes,yes,300,1.4141428916261822,5,3.810915524531507,3.688822518436493,6,3.439466663159922,3.854730675631936,250,4.620650702267281,3.1286513704189804,4,3.0868127523387123,5,False.
OK,23,797,596-3828,yes,yes,700,2.575351391979787,2,1.843402154832704,0.6672917057057122,2,2.5287100362014474,3.127155664200152,350,1.653829810146367,4.756936017957421,8,2.3326568096357096,5,False.
CA,199,676,938-6298,yes,no,0,0.8027839488184334,3,0.1873683448746641,2.8035418937273366,2,6.849212146191734,3.3687222510931107,200,4.432462378048252,3.2112213865902173,7,0.3187937954362922,8,False.
AL,105,657,758-1918,no,yes,600,0.7906868387085622,6,1.1417340489347612,3.1167133010364565,2,5.258208488857749,1.642325612793626,300,6.817762722591324,4.805656284207709,7,1.1792445128273157,9,False.
DC,94,686,862-3920,yes,yes,400,3.104631776830072,3,5.708169743685074,1.5101829735217986,5,3.858776198541541,2.93395922482272,200,4.896954008062349,5.593392019330522,6,1.898425691225332,5,False.
VA,191,866,701-4759,no,yes,900,12.489411238789442,3,6.80522014678786,6.120284970342551,1,9.591247988811348,6.297389822131727,250,6.077300962409938,3.0020976636641814,8,5.3141534209572034,7,False.
CA,134,676,387-4641,yes,yes,600,0.7979663318596675,6,2.779743376676413,7.797316873325164,3,2.8760488873369043,1.9820947547823344,300,2.5173296862656294,5.592155406356798,4,8.947788250653915,3,False.
RI,161,827,498-5428,yes,no,0,3.5863608324990057,3,2.5686541124220046,3.328364317585636,3,0.885537285948649,2.2078996571159237,200,1.451911133390444,5.693956120582958,5,5.194283216867538,5,False.
AZ,82,659,110-1578,yes,no,0,3.708368572219314,3,4.194508822325465,4.000046324759675,2,4.476693022590434,4.251243551654204,250,4.696668455400374,6.672815444050337,6,1.992794685132515,8,False.
FL,24,707,889-7841,yes,yes,400,4.336279612446657,6,7.404060287125263,9.557584544962946,7,3.5798758978255174,4.023581614944016,350,3.212507474666772,2.964357349613657,4,8.93804375552004,3,False.
VA,109,866,957-3784,no,yes,400,3.917662252432265,5,6.773744566310633,6.055744132322681,8,3.259180533820925,4.290088796905529,300,3.877902498681913,6.858696789217095,6,4.044199257812888,4,False.
VT,98,868,446-2144,yes,yes,500,5.167366736899846,5,3.433206012370289,3.744602562074199,0,6.451112022513981,4.121365560717057,150,5.072001456119965,7.02475615015717,6,3.5198288567045126,6,False.
ND,23,786,497-3972,yes,yes,600,2.300163003101249,6,4.460933003769957,6.5518912870759625,2,3.901703323499925,1.329173081234826,300,4.774715317773503,4.650365719336142,6,3.587282423837897,6,False.
MN,191,777,613-1401,no,yes,500,5.320988963283604,3,4.317129746351309,5.333662656432077,2,5.76792734713588,4.942631881790535,250,5.997441575501178,6.135865468648506,2,6.5928752007648574,4,False.
NJ,39,787,355-1681,yes,no,0,5.19499750907718,5,6.165484355902178,8.038513270040488,3,5.115379910050034,4.665345641021992,150,2.6527649809728304,6.599013685358127,4,10.634997122083156,3,False.
NM,108,787,588-2668,no,yes,500,1.9815517077881493,6,4.8078252433781214,6.8828217130602285,6,1.1738331671423152,1.2384405137360956,350,0.6260187253289704,3.11465987930364,7,6.376852289449121,3,False.
WV,153,878,407-3223,no,yes,300,4.375751028929937,7,5.814495231832485,6.468095949343219,6,4.873223771609041,2.9320819035994155,300,5.927961611154372,4.877054650598858,3,4.118162302893507,5,False.
TN,56,847,480-7668,no,no,0,0.833564981733331,6,3.5440511277244857,3.023889496147825,9,3.7812376758562816,6.277701042909108,400,2.6285962410723918,4.236313499700168,5,3.412390304465572,3,False.
WV,104,878,595-8980,yes,no,0,3.469858717585191,2,7.9406631304511235,6.819572762449902,8,1.9754392920653048,3.4573702152542616,250,4.310155243941376,7.138589278023241,3,8.31068209145081,1,False.
AR,75,658,135-7635,no,yes,300,2.6287708080507537,6,4.064446550024922,4.933620458596517,5,4.148056671261237,3.2304733361979703,200,4.849422411690855,5.389867178056438,5,3.5852198237862147,5,False.
OH,189,797,397-7197,yes,no,0,3.6347310397767023,0,4.709661272710956,4.692193336206101,2,3.254881722556584,5.641634852113056,150,4.378445875560932,4.288027407721912,4,6.123790436079892,5,False.
MI,124,777,151-7448,no,no,0,4.376817075317566,1,0.2564516417021014,0.1954918081361363,0,2.3252109187964987,1.716061498362575,400,1.5042222049667888,5.4947536461047335,9,2.0578239811375227,5,False.
IA,122,736,300-8089,yes,yes,700,5.233665360891772,2,2.2015657388096863,1.8321481745547616,2,6.986193562946015,6.447016470567983,150,5.168899621528223,5.491366850924427,5,3.777487596387664,8,False.
MD,43,776,391-8394,yes,yes,700,5.741023614961218,1,7.930177603917979,5.99397355128404,5,3.430765956800387,6.102759379629692,350,2.442834231732186,4.774318173106448,9,5.320951267843821,5,False.
KS,137,758,542-1857,no,yes,800,5.5139688856543225,4,3.2741682523033373,5.752581945318589,1,6.987793594300112,4.263380772472622,200,4.603471628971829,5.9238558878178855,5,7.1524918601975145,6,False.
TN,188,847,629-4362,no,no,0,0.3665836674966751,3,3.7560308236477695,1.3300202872496452,5,3.361469504297851,3.828186009313311,300,2.784049847874849,6.8607231449254735,7,2.6786277866937414,4,False.
IA,57,736,861-4124,yes,yes,300,2.7586231426239536,5,3.3441164008130464,3.307428275950972,7,1.7822469141166146,1.187936888391051,200,2.8499211785773317,5.977579504558057,3,5.986290550148711,2,False.
MA,140,776,418-3470,yes,yes,400,5.211505800837555,5,7.1186427732250745,6.556979089338229,6,3.98429510239031,2.426342915286101,400,6.16403817605601,5.147626549062057,6,1.5320953110017372,6,False.
WY,75,878,606-3192,yes,no,0,0.7541587935150567,3,3.402856233019681,3.1428564575629503,4,3.4995160232104503,4.712471533137245,450,3.112036328283315,5.584052633123363,8,2.180712678057003,6,False.
OR,64,798,196-3014,no,yes,500,8.834161059495848,6,7.279275492240061,5.8102619762048455,7,6.9074383755567,6.820989206248029,300,4.352644283570164,4.677854926809805,7,4.627456996306976,5,False.
FL,137,707,259-6369,yes,yes,700,0.6699251131158421,2,4.644356582261696,2.8363374264546977,2,3.246350518894555,2.227850916359575,300,3.5678365629375746,4.822382263891244,6,3.5004829865642844,7,False.
PA,184,806,306-2493,yes,no,0,1.3307291931692609,8,4.169382743186757,4.326966644685196,10,2.482048292174243,2.0510871835729043,350,2.221092104840982,5.594664926543751,6,3.2730150644106675,3,False.
MO,76,777,587-9074,yes,no,0,6.11174650057688,5,4.939271441257779,7.306367730736851,4,5.325933740402071,6.744272649632958,300,5.403953638347809,5.148564403410508,3,5.503981081964018,6,False.
WY,113,878,342-5094,yes,no,0,1.1363671948829404,2,4.142697484746361,1.3729087987707906,5,2.8347052202256435,3.958268523015444,200,4.48164210301731,6.039600203763301,5,1.701379039162267,5,False.
CT,150,678,483-7774,yes,no,0,2.9848350359955287,5,6.089777008119318,6.057079965182448,8,3.0510270741513894,3.4973040324368165,250,4.412857148538936,5.115328317686576,4,5.28020357882246,3,False.
TN,36,847,606-7286,no,yes,800,1.838599150462271,5,3.9207643413895257,3.364265812328474,5,4.868149546565488,4.284878359367462,350,1.7382385438090533,5.264315199939886,8,5.060014879514577,3,False.
WV,136,878,369-3836,yes,yes,700,4.107938877868147,5,3.8931392223828776,3.6025044586485686,1,6.333425695559263,3.889212168364764,200,4.732778476304441,5.955927591921343,4,4.816543644029059,6,False.
DE,144,686,806-4135,no,no,0,2.1438401057309195,7,4.828676039040095,4.511611360718009,8,4.037512997012041,2.672947746534457,200,5.35627197326883,5.808571838486525,1,5.45930195578907,3,False.
WA,128,876,318-8250,no,no,0,9.676445810137228,1,6.778011543972751,3.963790254099575,3,6.741405801860057,7.453883039615935,200,5.377119956217703,4.174917897061063,7,4.136104145271216,6,False.
IL,166,737,289-3526,yes,no,0,0.7490218219013709,4,2.528439597632385,4.805471685994725,0,4.177170499307017,0.9269445467174896,250,3.784772751371725,4.103052623977802,6,5.262965482656019,5,False.
MO,145,777,412-6491,no,yes,400,6.31502045182136,1,9.464083475170202,10.215112048769315,6,1.927523908287952,5.4416574514027225,250,3.827049127053287,5.058715311714279,4,10.178454333205057,3,False.
KS,148,758,436-6718,yes,no,0,1.059656478845656,6,2.833994211056837,4.42481248694792,2,3.625320183323199,0.8313666252235379,350,5.9141607195490185,4.935195308965429,7,2.111659366305741,9,False.
MD,161,776,328-5617,yes,yes,700,4.060106315589007,4,4.240727703605843,6.097301232523375,1,5.028050354383712,3.5924159397996585,300,4.534648623518321,4.359685290224675,6,5.171116947492092,6,False.
NM,21,787,497-9834,yes,yes,700,0.4965185099683253,4,1.7691488361508778,3.0065580604392945,1,3.795244431272351,1.6345536549390478,300,3.5213077658294027,5.958054340473656,7,2.901570095610084,5,False.
DE,69,686,869-7143,yes,no,0,6.000254294456833,4,7.9097608391260605,6.418946993910944,6,4.5034825382449135,4.150766685274443,400,3.764948993254031,6.299653027745559,8,5.240954679001499,4,False.
MA,143,776,689-4516,yes,yes,900,4.799488329439739,2,2.350424863336068,1.15587623711875,3,6.755412512880805,3.43369699771516,200,5.348831447471089,4.784249408453092,9,0.9377235124050368,9,False.
NH,64,787,783-4207,yes,yes,500,1.864162857389558,4,2.731037891728876,2.6556891474010174,0,5.276581966187663,2.739225654107991,200,4.299221582515223,4.600051382305868,5,2.752245498592801,7,False.
PA,79,806,202-5947,yes,no,0,3.26843375388005,3,4.066614813585023,1.60241750709267,0,5.235861759519712,1.9563382892915588,300,5.317620039580118,5.028060776246453,8,0.1701657462426862,8,False.
VA,137,866,608-5339,yes,yes,400,7.51870302423347,6,6.348369108021693,9.078378705997752,2,5.684583213944519,2.363212403663206,150,7.401482794379964,5.786972828789338,2,7.436345326404725,5,False.
OK,106,797,243-7667,yes,no,0,6.068536023468936,2,3.691844781132085,4.548062513651888,2,5.438477073697745,6.055720376479396,200,6.39773563750697,6.232126371149602,4,3.658245522359565,6,False.
RI,10,827,833-1610,no,no,0,0.3818890683700049,3,1.283165959686197,2.2513452596985024,4,4.765958316105548,0.0557364148590178,250,3.55997260696515,3.887046325198944,8,1.5698764778099623,9,False.
OK,169,797,610-7346,no,no,0,0.9391060583657076,3,3.958394998827937,6.228103318675991,3,2.8619228365183416,2.552289356312536,350,4.227654239131473,3.72737764576572,5,5.833064057129245,5,False.
VT,3,868,972-9588,yes,no,0,1.433833925452728,4,6.089072327439775,5.742102299275522,8,2.777644948735512,5.158852834590401,400,1.4524852067291412,4.085584092224491,6,7.201232066485011,3,False.
ND,95,786,189-1601,yes,no,0,3.394591459681533,2,4.000984463339323,2.186872746216113,1,4.590435632179319,4.238219444454684,300,4.778211337596406,5.162926666474874,8,0.0257425353705977,8,False.
GA,143,716,503-1959,yes,yes,500,4.2612923473762905,5,3.117482991529591,5.517042787528511,2,5.931635075442514,4.951624645893985,200,4.828398702796415,4.081381117749221,3,7.186582020814162,4,False.
VT,37,868,261-8836,yes,no,0,10.177374659210852,5,9.31610830850232,11.233954854428015,4,6.076297971682175,3.88380063760527,400,5.931334330800115,4.444268339048999,6,7.644692823409619,5,False.
VA,24,866,860-9634,no,no,0,6.082426828052188,4,3.269570607668083,3.848330603155258,1,6.931849678129233,5.574036839969335,200,6.273592920237161,5.816970500413588,4,2.4732480732726705,10,False.
DC,20,686,996-2889,yes,yes,500,1.3039659253250613,3,4.5291201589620815,3.8387343760514008,4,3.151408866830518,3.1773657930151438,250,2.7679081024326506,3.775536250918875,7,3.723064458685767,5,False.
WV,143,878,715-4192,yes,no,0,5.533197024119475,5,2.371511378015506,0.0442132668838644,0,7.959260783296436,4.5464486171669565,100,6.953753349838455,5.8140739521152485,4,0.0397386420448322,8,False.
TX,158,848,713-8858,yes,yes,500,0.479190589085924,3,5.069836319775071,6.868683938333696,8,0.9680604710888598,6.844062366354288,250,0.1911189998821925,4.286309986106691,3,12.138762138384362,0,False.
MN,129,777,793-3049,yes,no,0,2.990814657949061,2,0.7112035392122182,0.116779441619407,2,2.402966940251834,4.110986519274942,100,1.715643310369161,6.837650607124248,5,4.416890356337967,4,False.
NE,70,786,888-5858,yes,yes,600,3.164533425199318,2,3.75675363842098,0.0441826818122859,2,5.186274474850322,3.871759514995044,200,5.302528610253921,5.083373391190262,6,0.4850919498584973,7,False.
CT,167,678,988-3474,no,yes,600,2.9294267650880768,3,4.9588864914808966,4.352681324366047,4,3.9419917633895007,4.42023201651567,250,4.2700282173726425,5.268617756915262,3,6.100856223671483,5,False.
UT,65,858,162-2823,yes,no,0,2.816822348923013,7,3.5254258544189234,4.36909327976883,3,5.774577531229079,3.747318638961061,350,3.291890245536554,3.6980018571881415,7,2.663150572373412,7,False.
LA,189,766,741-5389,no,no,0,3.805808329989935,1,4.487290081965076,3.0509630560156555,2,4.469253972484148,4.195015161601569,350,5.324918150488217,6.165456582949592,7,1.2845806039598775,7,False.
HI,27,727,662-8443,yes,yes,200,0.5067574073719632,4,4.124389815979184,4.730866612116492,5,1.598911870725508,1.6065091107681435,200,5.434218695201057,5.143144698247081,5,2.048161108911404,5,False.
MT,72,778,201-9323,no,no,0,0.9610021329466534,4,3.385539691796307,4.081073518946573,2,4.543790005299771,3.425512784861881,450,1.979455163457592,6.182404805784547,8,4.943248733741925,5,False.
IA,174,736,283-5508,no,no,0,6.028406515453231,5,4.169716355126658,6.204754160369362,1,5.848486408084838,4.80770432993521,350,6.145063130179137,4.50016412444076,6,2.2737861022717567,8,False.
FL,61,707,341-6778,no,no,0,0.6278529903229888,3,0.4402530623713891,0.4709838442759153,1,6.527884640027736,4.128841785768715,250,2.8418584581326165,3.2960538931759884,7,2.6326317655016487,7,False.
WA,85,876,890-9485,yes,yes,700,2.255859209551182,2,4.156348297241898,1.623380677209076,6,3.956215735403519,5.629570020267913,400,3.528592543019807,6.216137939763586,8,1.593218161398609,4,False.
IN,159,737,875-8767,yes,yes,300,3.8225059568404,6,0.1113757045104941,2.4275372143840537,4,3.2618602643053243,2.104709913779208,200,3.2656341115583647,4.298906220652158,7,2.211421489860137,6,False.
